ip,action_method,action_path,score,recon_correlated,history_len,long_history_len,razones,adaptive_flags,decision
89.243.250.69,GET,/products/7,0,f,9,9,comportamiento normal,night_hours,NORMAL
89.243.250.69,GET,/products/11,0,f,10,10,comportamiento normal,night_hours,NORMAL
89.243.250.69,GET,/products/2,0,f,11,11,comportamiento normal,night_hours,NORMAL
89.243.250.69,GET,/products/16,0,f,12,12,comportamiento normal,night_hours,NORMAL
89.243.250.69,GET,/products/18,0,f,13,13,comportamiento normal,night_hours,NORMAL
89.243.250.69,GET,/products/4,0,f,14,14,comportamiento normal,night_hours,NORMAL
89.243.250.69,GET,/products/5,0,f,15,15,comportamiento normal,night_hours,NORMAL
59.40.157.101,POST,/products/8/stock,60,f,1,1,modificó stock sin consultar producto,night_hours,SOSPECHOSO
59.40.157.101,POST,/products/8/stock,60,f,2,2,modificó stock sin consultar producto,night_hours,SOSPECHOSO
59.40.157.101,POST,/products/8/stock,60,f,3,3,modificó stock sin consultar producto,night_hours,SOSPECHOSO
59.40.157.101,POST,/products/8/stock,110,f,4,4,modificó stock sin consultar producto + secuencia repetitiva de acciones,night_hours,BLOQUEADO
59.40.157.101,POST,/products/8/stock,150,f,5,5,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,night_hours,BLOQUEADO
59.40.157.101,POST,/products/8/stock,150,f,6,6,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,night_hours,BLOQUEADO
19.120.67.227,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
19.120.67.227,POST,/products/6/stock,60,f,2,2,modificó stock sin consultar producto,night_hours,SOSPECHOSO
29.17.119.86,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
29.17.119.86,GET,/products/11,0,f,2,2,comportamiento normal,night_hours,NORMAL
29.17.119.86,POST,/products/11/stock,0,f,3,3,comportamiento normal,night_hours,NORMAL
29.17.119.86,GET,/products/,0,f,4,4,comportamiento normal,night_hours,NORMAL
10.62.56.169,POST,/products/3/stock,60,f,1,1,modificó stock sin consultar producto,night_hours,SOSPECHOSO
10.62.56.169,POST,/products/3/stock,60,f,2,2,modificó stock sin consultar producto,night_hours,SOSPECHOSO
10.62.56.169,POST,/products/3/stock,60,f,3,3,modificó stock sin consultar producto,night_hours,SOSPECHOSO
10.62.56.169,POST,/products/3/stock,110,f,4,4,modificó stock sin consultar producto + secuencia repetitiva de acciones,night_hours,BLOQUEADO
10.62.56.169,POST,/products/3/stock,150,f,5,5,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,night_hours,BLOQUEADO
10.62.56.169,POST,/products/3/stock,150,f,6,6,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,night_hours,BLOQUEADO
30.146.140.186,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
30.146.140.186,GET,/products/10,0,f,2,2,comportamiento normal,night_hours,NORMAL
30.146.140.186,POST,/products/10/stock,0,f,3,3,comportamiento normal,night_hours,NORMAL
30.146.140.186,GET,/products/,0,f,4,4,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/2,0,f,1,1,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/19,0,f,2,2,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/12,0,f,3,3,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/5,0,f,4,4,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/18,0,f,5,5,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/16,0,f,6,6,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/4,0,f,7,7,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/17,0,f,8,8,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/18,0,f,9,9,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/13,0,f,10,10,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/2,0,f,11,11,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/6,0,f,12,12,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/3,0,f,13,13,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/16,0,f,14,14,comportamiento normal,night_hours,NORMAL
29.178.68.109,GET,/products/13,0,f,15,15,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/6,0,f,1,1,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/14,0,f,2,2,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/3,0,f,3,3,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/15,0,f,4,4,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/1,0,f,5,5,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/9,0,f,6,6,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/19,0,f,7,7,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/4,0,f,8,8,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/9,0,f,9,9,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/13,0,f,10,10,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/13,0,f,11,11,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/17,0,f,12,12,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/3,0,f,13,13,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/3,0,f,14,14,comportamiento normal,night_hours,NORMAL
44.167.210.216,GET,/products/18,0,f,15,15,comportamiento normal,night_hours,NORMAL
16.192.160.161,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
16.192.160.161,GET,/products/13,0,f,2,2,comportamiento normal,night_hours,NORMAL
16.192.160.161,POST,/products/13/stock,0,f,3,3,comportamiento normal,night_hours,NORMAL
16.192.160.161,GET,/products/,0,f,4,4,comportamiento normal,night_hours,NORMAL
90.12.55.101,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
90.12.55.101,POST,/products/10/stock,60,f,2,2,modificó stock sin consultar producto,night_hours,SOSPECHOSO
48.2.157.62,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
48.2.157.62,GET,/products/12,0,f,2,2,comportamiento normal,night_hours,NORMAL
48.2.157.62,POST,/products/12/stock,0,f,3,3,comportamiento normal,night_hours,NORMAL
48.2.157.62,GET,/products/,0,f,4,4,comportamiento normal,night_hours,NORMAL
16.248.234.138,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
16.248.234.138,GET,/products/1,0,f,2,2,comportamiento normal,night_hours,NORMAL
16.248.234.138,GET,/products/2,0,f,3,3,comportamiento normal,night_hours,NORMAL
16.248.234.138,GET,/products/3,0,f,4,4,comportamiento normal,night_hours,NORMAL
16.248.234.138,POST,/products/7/stock,60,f,5,5,modificó stock sin consultar producto,night_hours,SOSPECHOSO
16.248.234.138,POST,/products/7/stock,60,f,6,6,modificó stock sin consultar producto,night_hours,SOSPECHOSO
16.248.234.138,POST,/products/7/stock,110,f,7,7,modificó stock sin consultar producto + secuencia repetitiva de acciones,night_hours,BLOQUEADO
16.248.234.138,POST,/products/7/stock,110,f,8,8,modificó stock sin consultar producto + secuencia repetitiva de acciones,night_hours,BLOQUEADO
16.248.234.138,POST,/products/7/stock,150,f,9,9,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,night_hours,BLOQUEADO
11.123.252.251,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
11.123.252.251,GET,/products/15,0,f,2,2,comportamiento normal,night_hours,NORMAL
11.123.252.251,POST,/products/15/stock,0,f,3,3,comportamiento normal,night_hours,NORMAL
11.123.252.251,GET,/products/,0,f,4,4,comportamiento normal,night_hours,NORMAL
38.57.120.171,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
38.57.120.171,GET,/products/13,0,f,2,2,comportamiento normal,night_hours,NORMAL
38.57.120.171,POST,/products/13/stock,0,f,3,3,comportamiento normal,night_hours,NORMAL
38.57.120.171,GET,/products/,0,f,4,4,comportamiento normal,night_hours,NORMAL
90.113.63.199,GET,/products/18,0,f,1,1,comportamiento normal,night_hours,NORMAL
90.113.63.199,GET,/products/18,0,f,2,2,comportamiento normal,night_hours,NORMAL
90.113.63.199,GET,/products/18,0,f,3,3,comportamiento normal,night_hours,NORMAL
90.113.63.199,GET,/products/18,50,f,4,4,secuencia repetitiva de acciones,night_hours,SOSPECHOSO
90.113.63.199,GET,/products/18,150,t,5,5,secuencia repetitiva de acciones + recon_attack_correlation: recon_events=5 attacks=['secuencia repetitiva de acciones'] score 50→150 (x3.0),night_hours,BLOQUEADO
96.240.80.157,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
96.240.80.157,GET,/products/1,0,f,2,2,comportamiento normal,night_hours,NORMAL
96.240.80.157,GET,/products/2,0,f,3,3,comportamiento normal,night_hours,NORMAL
96.240.80.157,GET,/products/3,0,f,4,4,comportamiento normal,night_hours,NORMAL
96.240.80.157,POST,/products/15/stock,60,f,5,5,modificó stock sin consultar producto,night_hours,SOSPECHOSO
96.240.80.157,POST,/products/15/stock,60,f,6,6,modificó stock sin consultar producto,night_hours,SOSPECHOSO
96.240.80.157,POST,/products/15/stock,110,f,7,7,modificó stock sin consultar producto + secuencia repetitiva de acciones,night_hours,BLOQUEADO
96.240.80.157,POST,/products/15/stock,110,f,8,8,modificó stock sin consultar producto + secuencia repetitiva de acciones,night_hours,BLOQUEADO
96.240.80.157,POST,/products/15/stock,150,f,9,9,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,night_hours,BLOQUEADO
16.179.160.87,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
16.179.160.87,GET,/products/1,0,f,2,2,comportamiento normal,night_hours,NORMAL
16.179.160.87,GET,/products/2,0,f,3,3,comportamiento normal,night_hours,NORMAL
16.179.160.87,GET,/products/3,0,f,4,4,comportamiento normal,night_hours,NORMAL
16.179.160.87,POST,/products/19/stock,60,f,5,5,modificó stock sin consultar producto,night_hours,SOSPECHOSO
16.179.160.87,POST,/products/19/stock,60,f,6,6,modificó stock sin consultar producto,night_hours,SOSPECHOSO
16.179.160.87,POST,/products/19/stock,110,f,7,7,modificó stock sin consultar producto + secuencia repetitiva de acciones,night_hours,BLOQUEADO
16.179.160.87,POST,/products/19/stock,110,f,8,8,modificó stock sin consultar producto + secuencia repetitiva de acciones,night_hours,BLOQUEADO
16.179.160.87,POST,/products/19/stock,150,f,9,9,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,night_hours,BLOQUEADO
23.79.88.219,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
23.79.88.219,GET,/products/8,0,f,2,2,comportamiento normal,night_hours,NORMAL
23.79.88.219,POST,/products/8/stock,0,f,3,3,comportamiento normal,night_hours,NORMAL
23.79.88.219,GET,/products/,0,f,4,4,comportamiento normal,night_hours,NORMAL
75.213.18.136,GET,/products/,0,f,1,1,comportamiento normal,night_hours,NORMAL
75.213.18.136,POST,/products/1/stock,60,f,2,2,modificó stock sin consultar producto,night_hours,SOSPECHOSO
15.219.125.58,POST,/products/13/stock,60,f,1,1,modificó stock sin consultar producto,night_hours,SOSPECHOSO
15.219.125.58,POST,/products/13/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=50)",BLOQUEADO
15.219.125.58,POST,/products/13/stock,60,f,3,3,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=51)",BLOQUEADO
15.219.125.58,POST,/products/13/stock,110,f,4,4,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=52)",BLOQUEADO
15.219.125.58,POST,/products/13/stock,150,f,5,5,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=53)",BLOQUEADO
15.219.125.58,POST,/products/13/stock,150,f,6,6,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=54)",BLOQUEADO
35.224.206.173,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=55)",NORMAL
35.224.206.173,POST,/products/13/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=55)",BLOQUEADO
78.11.70.25,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=56)",NORMAL
78.11.70.25,GET,/products/3,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=56)",NORMAL
78.11.70.25,POST,/products/3/stock,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=56)",NORMAL
78.11.70.25,GET,/products/,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=56)",NORMAL
74.133.156.212,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=56)",NORMAL
74.133.156.212,GET,/products/9,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=56)",NORMAL
74.133.156.212,POST,/products/9/stock,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=56)",NORMAL
74.133.156.212,GET,/products/,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=56)",NORMAL
192.168.143.2,GET,/products/,0,f,1,1,comportamiento normal,"",NORMAL
48.33.186.86,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=56)",NORMAL
48.33.186.86,POST,/products/6/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=56)",BLOQUEADO
60.225.8.26,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/17,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/7,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/2,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/4,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/8,0,f,5,5,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/1,0,f,6,6,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/2,0,f,7,7,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/7,0,f,8,8,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/13,0,f,9,9,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/13,0,f,10,10,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/18,0,f,11,11,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/11,0,f,12,12,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/9,0,f,13,13,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/15,0,f,14,14,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
76.202.235.111,GET,/products/15,0,f,15,15,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
90.16.34.40,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
90.16.34.40,GET,/products/10,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
90.16.34.40,POST,/products/10/stock,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
90.16.34.40,GET,/products/,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
91.82.240.191,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=57)",NORMAL
91.82.240.191,POST,/products/5/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=57)",BLOQUEADO
38.183.27.55,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=58)",NORMAL
38.183.27.55,POST,/products/18/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=58)",BLOQUEADO
57.58.19.120,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=59)",NORMAL
57.58.19.120,POST,/products/11/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=59)",BLOQUEADO
83.142.91.19,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=60)",NORMAL
83.142.91.19,POST,/products/16/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=60)",BLOQUEADO
49.192.77.140,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=61)",NORMAL
49.192.77.140,GET,/products/1,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=61)",NORMAL
49.192.77.140,GET,/products/2,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=61)",NORMAL
49.192.77.140,GET,/products/3,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=61)",NORMAL
49.192.77.140,POST,/products/6/stock,60,f,5,5,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=61)",BLOQUEADO
49.192.77.140,POST,/products/6/stock,60,f,6,6,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=62)",BLOQUEADO
49.192.77.140,POST,/products/6/stock,110,f,7,7,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=63)",BLOQUEADO
49.192.77.140,POST,/products/6/stock,110,f,8,8,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=64)",BLOQUEADO
49.192.77.140,POST,/products/6/stock,150,f,9,9,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=65)",BLOQUEADO
15.172.123.73,POST,/products/19/stock,60,f,1,1,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=66)",BLOQUEADO
15.172.123.73,POST,/products/19/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=67)",BLOQUEADO
15.172.123.73,POST,/products/19/stock,60,f,3,3,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=68)",BLOQUEADO
15.172.123.73,POST,/products/19/stock,110,f,4,4,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=69)",BLOQUEADO
15.172.123.73,POST,/products/19/stock,150,f,5,5,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=70)",BLOQUEADO
11.255.78.183,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=71)",NORMAL
11.255.78.183,POST,/products/16/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=71)",BLOQUEADO
96.218.221.27,GET,/products/17,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/9,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/11,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/8,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/1,0,f,5,5,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/2,0,f,6,6,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/17,0,f,7,7,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/13,0,f,8,8,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/3,0,f,9,9,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/17,0,f,10,10,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/17,0,f,11,11,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/5,0,f,12,12,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/18,0,f,13,13,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/19,0,f,14,14,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
96.218.221.27,GET,/products/12,0,f,15,15,comportamiento normal,"night_hours,system_pressure(blocks=72)",NORMAL
65.28.66.221,POST,/products/5/stock,60,f,1,1,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=72)",BLOQUEADO
65.28.66.221,POST,/products/5/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=73)",BLOQUEADO
65.28.66.221,POST,/products/5/stock,60,f,3,3,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=74)",BLOQUEADO
65.28.66.221,POST,/products/5/stock,110,f,4,4,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=75)",BLOQUEADO
65.28.66.221,POST,/products/5/stock,150,f,5,5,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=76)",BLOQUEADO
